,Temperatura_archa [°C],O2 [%],Humedad [%],Numero_envases [uds],Tiempo_carga [min]
3392,627,21,42,100,28
3393,633,22,45,100,29
3394,567,23,32,100,24
3395,606,22,35,100,20
3396,645,18,41,100,24
3397,617,19,46,100,28
3398,645,22,32,100,26
3399,569,19,41,100,26
3400,552,18,43,100,25
3401,612,21,44,100,27
3402,573,19,49,100,20
3403,611,19,33,100,28
3404,569,22,49,100,23
3405,599,21,34,100,23
3406,638,23,47,100,26
3407,568,18,45,100,26
3408,600,19,40,100,29
3409,621,19,49,100,22
3410,609,22,43,100,22
3411,595,19,36,100,23
3412,609,20,33,100,26
3413,623,19,42,100,28
3414,643,21,32,100,24
3415,647,23,45,100,20
3416,642,22,48,100,29
3417,580,21,35,100,20
3418,576,21,42,100,23
3419,620,18,38,100,29
3420,591,23,38,100,26
3421,560,23,33,100,22
3422,555,20,36,100,25
3423,580,19,38,100,22
3424,579,18,42,100,25
3425,555,23,48,100,27
3426,621,19,36,100,24
3427,611,21,39,100,25
3428,561,19,35,100,24
3429,626,18,31,100,21
3430,584,22,48,100,28
3431,570,23,36,100,27
3432,550,21,40,100,26
3433,589,23,47,100,25
3434,557,18,33,100,29
3435,588,19,32,100,27
3436,627,19,32,100,20
3437,642,21,47,100,25
3438,600,23,47,100,26
3439,560,22,32,100,24
3440,622,22,38,100,27
3441,609,22,42,100,29
3442,583,20,39,100,23
3443,557,20,44,100,26
3444,570,23,49,100,26
3445,642,18,31,100,24
3446,583,19,32,100,29
3447,574,22,36,100,24
3448,619,21,45,100,29
3449,591,22,49,100,22
3450,561,23,49,100,28
3451,619,23,45,100,26
3452,648,23,43,100,25
3453,637,21,41,100,22
3454,639,20,33,100,24
3455,647,22,36,100,20
3456,585,19,41,100,21
3457,597,21,46,100,23
3458,588,22,36,100,23
3459,625,23,49,100,29
3460,564,23,46,100,21
3461,607,18,33,100,27
3462,605,21,43,100,27
3463,568,21,32,100,21
3464,572,21,45,100,29
3465,569,19,31,100,21
3466,614,21,44,100,23
3467,551,21,32,100,26
3468,584,23,37,100,23
3469,587,23,47,100,20
3470,648,20,45,100,21
3471,574,20,41,100,26
3472,572,19,32,100,21
3473,606,23,37,100,27
3474,629,22,30,100,22
3475,552,18,37,100,24
3476,648,23,35,100,24
3477,584,20,41,100,27
3478,598,23,46,100,20
3479,579,20,44,100,29
3480,595,22,37,100,22
3481,594,19,44,100,25
3482,643,20,35,100,21
3483,637,20,49,100,25
3484,604,23,40,100,22
3485,645,22,43,100,22
3486,588,18,37,100,21
3487,588,18,39,100,23
3488,554,19,48,100,20
3489,644,18,40,100,28
3490,639,19,47,100,29
3491,587,20,37,100,24
3492,633,20,36,100,24
3493,643,20,46,100,24
3494,627,23,30,100,29
3495,596,19,44,100,26
3496,648,18,46,100,27
3497,582,18,32,100,24
3498,604,23,35,100,20
3499,581,20,31,100,27
3500,575,22,46,100,22
3501,634,23,38,100,24
3502,587,19,42,100,22
3503,620,22,36,100,28
3504,581,20,48,100,25
3505,614,18,33,100,20
3506,609,19,36,100,25
3507,645,18,47,100,25
3508,607,23,44,100,27
3509,594,21,43,100,24
3510,620,19,42,100,27
3511,629,18,36,100,25
3512,568,18,30,100,21
3513,560,21,34,100,25
3514,588,21,39,100,28
3515,634,19,32,100,27
3516,642,21,30,100,25
3517,563,22,33,100,21
3518,625,21,42,100,24
3519,628,23,31,100,24
3520,610,22,38,100,28
3521,597,19,38,100,21
3522,567,20,45,100,20
3523,615,20,39,100,27
3524,642,21,36,100,26
3525,649,21,30,100,29
3526,647,20,36,100,23
3527,646,22,31,100,29
3528,569,18,48,100,26
3529,645,20,39,100,22
3530,640,20,32,100,29
3531,552,21,40,100,26
3532,646,20,39,100,24
3533,627,22,46,100,25
3534,601,23,42,100,28
3535,584,19,38,100,24
3536,622,22,35,100,29
3537,605,22,36,100,20
3538,561,23,40,100,24
3539,643,19,45,100,29
3540,647,21,42,100,25
3541,595,23,31,100,24
3542,598,19,35,100,28
3543,612,21,45,100,23
3544,599,22,34,100,20
3545,638,20,40,100,27
3546,591,21,31,100,29
3547,563,22,35,100,20
3548,619,19,47,100,24
3549,636,22,46,100,29
3550,564,19,30,100,25
3551,568,22,44,100,21
3552,593,22,36,100,20
3553,602,18,41,100,20
3554,568,18,46,100,24
3555,586,18,36,100,24
3556,593,21,38,100,23
3557,639,21,37,100,29
3558,592,19,42,100,25
3559,590,23,46,100,23
3560,583,19,43,100,23
3561,586,19,46,100,20
3562,603,20,37,100,25
3563,576,18,38,100,26
3564,610,18,32,100,29
3565,568,18,41,100,27
3566,568,18,31,100,20
3567,564,22,34,100,29
3568,642,18,34,100,24
3569,613,22,41,100,23
3570,649,23,34,100,28
3571,634,21,47,100,26
3572,600,20,45,100,23
3573,580,23,43,100,27
3574,590,23,39,100,23
3575,565,23,36,100,28
3576,596,21,36,100,28
3577,573,18,43,100,27
3578,642,22,45,100,28
3579,552,19,38,100,20
3580,552,21,44,100,22
3581,632,22,35,100,22
3582,582,20,33,100,29
3583,621,21,44,100,29
3584,581,21,31,100,28
3585,603,18,41,100,21
3586,565,18,44,100,24
3587,596,19,37,100,20
3588,584,19,42,100,26
3589,604,22,42,100,28
3590,622,21,43,100,29
3591,576,19,31,100,23
3592,632,19,30,100,25
3593,614,20,44,100,22
3594,618,18,38,100,21
3595,622,22,42,100,26
3596,578,23,32,100,29
3597,615,20,42,100,21
3598,572,20,40,100,27
3599,631,18,47,100,28
3600,581,18,40,100,29
3601,554,19,36,100,23
3602,634,21,45,100,27
3603,600,19,42,100,29
3604,572,22,32,100,27
3605,609,20,48,100,28
3606,647,22,44,100,27
3607,620,22,48,100,27
3608,604,21,46,100,27
3609,622,20,32,100,23
3610,591,20,46,100,20
3611,649,20,39,100,20
3612,640,18,31,100,28
3613,567,22,32,100,28
3614,589,21,46,100,22
3615,567,22,34,100,21
3616,632,18,31,100,20
3617,646,19,47,100,22
3618,592,23,30,100,28
3619,608,20,38,100,27
3620,633,19,35,100,26
3621,560,21,32,100,22
3622,637,18,47,100,20
3623,575,23,33,100,23
3624,599,19,46,100,20
3625,554,23,33,100,21
3626,606,20,34,100,25
3627,611,21,37,100,26
3628,562,21,40,100,23
3629,557,22,42,100,29
3630,638,22,30,100,23
3631,580,21,48,100,21
3632,576,23,40,100,29
3633,609,20,43,100,25
3634,557,19,30,100,21
3635,612,23,42,100,29
3636,641,23,49,100,21
3637,615,20,38,100,25
3638,642,23,30,100,25
3639,618,18,41,100,21
3640,646,19,33,100,26
3641,553,23,41,100,26
3642,598,23,33,100,24
3643,642,21,48,100,27
3644,601,23,34,100,29
3645,591,18,45,100,20
3646,588,22,30,100,29
3647,559,20,30,100,25
3648,613,22,36,100,23
3649,579,20,44,100,28
3650,580,20,45,100,24
3651,631,19,47,100,29
3652,633,21,42,100,29
3653,625,19,48,100,20
3654,624,21,49,100,20
3655,641,19,38,100,23
3656,579,21,33,100,25
3657,629,21,36,100,27
3658,596,23,36,100,29
3659,574,22,34,100,29
3660,648,20,47,100,28
3661,578,19,34,100,22
3662,601,21,33,100,25
3663,568,23,31,100,21
3664,590,22,40,100,23
3665,648,23,45,100,20
3666,557,18,43,100,20
3667,601,18,31,100,20
3668,620,21,38,100,26
3669,614,22,44,100,29
3670,553,20,43,100,22
3671,582,21,36,100,25
3672,588,19,46,100,22
3673,628,23,47,100,29
3674,613,23,41,100,24
3675,634,18,39,100,24
3676,595,18,34,100,25
3677,638,21,31,100,22
3678,561,22,35,100,23
3679,646,23,45,100,21
3680,644,20,43,100,21
3681,607,20,32,100,22
3682,612,18,47,100,27
3683,644,23,45,100,22
3684,598,18,46,100,22
3685,573,18,47,100,25
3686,648,22,38,100,22
3687,563,21,43,100,29
3688,594,19,49,100,24
3689,570,22,33,100,20
3690,592,18,45,100,25
3691,614,20,49,100,25
3692,587,20,49,100,29
3693,608,18,42,100,20
3694,638,20,38,100,29
3695,627,22,47,100,22
3696,572,21,44,100,24
3697,621,20,36,100,21
3698,552,19,47,100,21
3699,583,18,49,100,29
3700,615,19,43,100,25
3701,616,21,37,100,28
3702,568,20,40,100,21
3703,595,18,45,100,27
3704,602,22,39,100,28
3705,597,22,39,100,28
3706,574,18,41,100,22
3707,585,18,33,100,20
3708,573,21,33,100,20
3709,634,21,40,100,28
3710,582,23,47,100,28
3711,579,19,38,100,28
3712,589,23,35,100,25
3713,588,22,43,100,22
3714,624,22,34,100,21
3715,568,20,38,100,23
3716,626,21,44,100,27
3717,642,20,38,100,29
3718,586,22,32,100,29
3719,621,23,45,100,28
3720,590,21,35,100,28
3721,566,18,49,100,22
3722,623,18,38,100,21
3723,581,20,30,100,22
3724,632,21,49,100,27
3725,579,18,31,100,22
3726,627,23,43,100,23
3727,605,19,34,100,29
3728,600,20,48,100,22
3729,555,22,49,100,28
3730,560,20,43,100,21
3731,592,23,34,100,27
3732,614,22,35,100,27
3733,584,23,30,100,25
3734,575,23,32,100,29
3735,564,18,43,100,25
3736,621,23,47,100,25
3737,571,21,48,100,20
3738,639,21,33,100,21
3739,568,20,31,100,27
3740,617,20,40,100,24
3741,565,22,46,100,22
3742,593,20,31,100,27
3743,615,22,42,100,21
3744,563,20,41,100,22
3745,613,19,31,100,29
3746,626,23,34,100,28
3747,616,23,42,100,21
3748,591,21,46,100,26
3749,644,20,40,100,25
3750,637,18,45,100,22
3751,599,19,38,100,21
3752,583,23,41,100,28
3753,640,19,48,100,28
3754,643,20,46,100,20
3755,646,20,31,100,21
3756,608,20,37,100,23
3757,598,23,36,100,22
3758,604,20,37,100,25
3759,557,23,47,100,23
3760,642,23,42,100,21
3761,592,21,32,100,25
3762,601,20,30,100,29
3763,617,20,32,100,23
3764,556,20,30,100,24
3765,595,22,41,100,24
3766,584,20,47,100,24
3767,571,23,42,100,25
3768,573,20,46,100,29
3769,556,21,42,100,20
3770,627,19,47,100,23
3771,640,22,45,100,28
3772,556,20,41,100,20
3773,557,21,48,100,28
3774,576,22,45,100,24
3775,594,19,48,100,20
3776,612,21,32,100,23
3777,552,18,38,100,24
3778,571,22,40,100,24
3779,594,21,36,100,26
3780,638,21,48,100,25
3781,632,22,38,100,20
3782,622,19,48,100,23
3783,564,22,47,100,23
3784,606,22,31,100,20
3785,589,18,38,100,28
3786,637,18,47,100,22
3787,604,19,46,100,24
3788,581,19,40,100,27
3789,595,23,36,100,24
3790,573,19,44,100,27
3791,604,18,46,100,21
3792,633,20,42,100,24
3793,587,18,33,100,25
3794,555,18,44,100,22
3795,590,19,49,100,27
3796,628,21,43,100,23
3797,610,20,32,100,25
3798,630,22,44,100,28
3799,625,21,46,100,21
3800,582,21,33,100,29
3801,593,22,35,100,28
3802,614,22,47,100,25
3803,555,21,30,100,29
3804,639,19,38,100,26
3805,566,20,37,100,26
3806,602,20,47,100,27
3807,648,21,49,100,22
3808,593,19,48,100,23
3809,606,22,36,100,26
3810,583,20,30,100,21
3811,609,22,35,100,21
3812,621,22,38,100,22
3813,580,19,44,100,25
3814,569,18,44,100,27
3815,648,23,45,100,23
3816,648,23,34,100,21
3817,590,20,35,100,22
3818,634,23,48,100,25
3819,585,23,47,100,29
3820,564,22,38,100,27
3821,568,18,36,100,29
3822,572,21,48,100,26
3823,644,23,42,100,23
3824,579,18,38,100,23
3825,588,20,35,100,29
3826,606,21,31,100,29
3827,589,22,42,100,29
3828,585,19,41,100,22
3829,649,19,41,100,23
3830,625,23,48,100,20
3831,599,20,36,100,24
3832,581,22,32,100,25
3833,606,18,42,100,28
3834,627,21,49,100,28
3835,592,23,30,100,21
3836,634,18,47,100,25
3837,648,19,37,100,29
3838,642,18,30,100,20
3839,619,23,34,100,26
3840,628,18,31,100,29
3841,576,20,44,100,25
3842,636,19,47,100,28
3843,554,23,46,100,28
3844,567,19,49,100,23
3845,611,22,33,100,27
3846,600,19,49,100,29
3847,623,19,49,100,24
3848,597,23,36,100,27
3849,595,22,47,100,25
3850,624,22,44,100,23
3851,569,22,39,100,27
3852,617,19,35,100,21
3853,551,20,42,100,27
3854,578,20,41,100,24
3855,576,22,37,100,21
3856,634,22,34,100,20
3857,610,22,47,100,29
3858,618,21,46,100,20
3859,572,21,35,100,20
3860,554,21,35,100,24
3861,575,19,38,100,24
3862,593,20,48,100,24
3863,636,21,34,100,28
3864,628,23,39,100,24
3865,648,18,35,100,26
3866,605,23,37,100,27
3867,590,19,33,100,28
3868,634,21,41,100,20
3869,596,18,31,100,23
3870,562,18,33,100,21
3871,625,21,37,100,27
3872,603,19,34,100,29
3873,644,18,38,100,20
3874,623,20,43,100,24
3875,627,19,46,100,26
3876,615,21,30,100,21
3877,647,23,34,100,22
3878,579,20,39,100,23
3879,639,21,42,100,22
3880,570,22,41,100,24
3881,574,19,38,100,23
3882,581,18,37,100,24
3883,645,23,34,100,25
3884,556,21,41,100,25
3885,584,22,36,100,22
3886,629,22,38,100,27
3887,628,20,47,100,20
3888,620,21,49,100,24
3889,632,22,33,100,24
3890,554,22,43,100,27
3891,600,20,30,100,28
3892,632,18,38,100,24
3893,554,19,47,100,24
3894,639,19,43,100,24
3895,626,20,40,100,26
3896,600,20,47,100,24
3897,592,18,42,100,27
3898,567,18,38,100,29
3899,573,19,32,100,22
3900,644,22,44,100,21
3901,562,21,38,100,23
3902,572,18,33,100,29
3903,638,20,41,100,21
3904,577,22,44,100,21
3905,608,20,39,100,21
3906,583,21,37,100,29
3907,615,23,47,100,23
3908,563,20,42,100,25
3909,561,22,30,100,22
3910,558,22,36,100,24
3911,595,19,44,100,25
3912,628,22,36,100,28
3913,581,22,31,100,23
3914,642,23,49,100,20
3915,610,19,37,100,25
3916,600,23,36,100,23
3917,550,20,34,100,23
3918,640,18,36,100,24
3919,608,20,40,100,21
3920,585,23,33,100,25
3921,554,18,47,100,29
3922,631,21,47,100,24
3923,599,18,49,100,22
3924,624,18,48,100,22
3925,581,18,33,100,20
3926,600,23,31,100,29
3927,600,23,33,100,28
3928,605,21,32,100,28
3929,562,23,48,100,27
3930,639,19,40,100,25
3931,603,20,42,100,24
3932,557,18,39,100,29
3933,625,20,45,100,24
3934,573,18,42,100,20
3935,629,23,30,100,26
3936,567,19,33,100,21
3937,567,19,34,100,22
3938,585,19,41,100,29
3939,635,22,47,100,26
3940,621,21,37,100,26
3941,571,21,45,100,24
3942,577,18,43,100,20
3943,570,22,41,100,21
3944,585,21,35,100,23
3945,632,19,34,100,23
3946,644,18,47,100,21
3947,632,23,43,100,21
3948,624,18,33,100,29
3949,617,22,43,100,20
3950,625,20,43,100,20
3951,645,22,35,100,26
3952,583,20,42,100,26
3953,635,20,45,100,23
3954,565,20,43,100,28
3955,615,22,42,100,26
3956,615,22,34,100,23
3957,580,22,45,100,20
3958,641,22,41,100,28
3959,598,23,32,100,26
3960,597,19,44,100,21
3961,624,18,34,100,25
3962,634,21,30,100,23
3963,580,20,36,100,20
3964,643,20,48,100,24
3965,627,21,34,100,21
3966,589,20,30,100,23
3967,593,22,40,100,28
3968,595,18,43,100,24
3969,608,20,47,100,26
3970,621,21,47,100,23
3971,572,23,49,100,21
3972,598,21,47,100,26
3973,606,19,46,100,28
3974,633,22,49,100,29
3975,648,21,37,100,29
3976,587,23,41,100,24
3977,605,21,38,100,25
3978,567,19,42,100,26
3979,612,23,44,100,29
3980,586,23,44,100,23
3981,575,23,43,100,20
3982,566,22,49,100,24
3983,589,20,33,100,20
3984,570,20,44,100,25
3985,561,20,32,100,20
3986,647,21,41,100,29
3987,646,19,42,100,26
3988,559,20,42,100,20
3989,618,18,43,100,20
3990,642,19,35,100,23
3991,580,19,47,100,23
3992,633,19,34,100,20
3993,572,19,38,100,20
3994,586,21,49,100,20
3995,567,23,47,100,24
3996,611,18,36,100,28
3997,603,21,41,100,27
3998,582,18,45,100,28
3999,648,23,42,100,21
4000,560,22,35,100,21
4001,595,19,42,100,20
4002,644,18,48,100,22
4003,582,19,38,100,25
4004,642,19,32,100,26
4005,566,20,36,100,26
4006,587,21,38,100,26
4007,591,21,39,100,21
4008,635,23,40,100,29
4009,611,23,34,100,28
4010,624,22,48,100,23
4011,620,20,37,100,27
4012,647,23,49,100,25
4013,588,23,36,100,23
4014,617,23,49,100,26
4015,626,23,30,100,29
4016,644,21,45,100,20
4017,626,23,34,100,28
4018,562,18,39,100,23
4019,584,22,40,100,23
4020,601,18,39,100,20
4021,641,22,44,100,27
4022,614,18,37,100,29
4023,598,18,35,100,27
4024,582,22,34,100,23
4025,639,19,30,100,28
4026,619,19,31,100,29
4027,601,23,32,100,22
4028,595,22,37,100,28
4029,625,22,34,100,29
4030,580,20,43,100,22
4031,562,18,39,100,27
4032,566,22,31,100,23
4033,644,23,30,100,28
4034,594,18,49,100,27
4035,627,19,31,100,27
4036,583,23,30,100,28
4037,580,21,42,100,27
4038,617,22,34,100,28
4039,611,22,43,100,20
4040,610,18,46,100,20
4041,611,18,32,100,29
4042,635,19,36,100,23
4043,600,19,40,100,20
4044,582,19,39,100,22
4045,638,20,45,100,28
4046,576,19,41,100,25
4047,642,20,39,100,27
4048,555,23,40,100,27
4049,647,19,37,100,24
4050,586,19,33,100,27
4051,622,20,38,100,20
4052,581,21,44,100,29
4053,556,20,35,100,28
4054,620,19,37,100,28
4055,619,20,42,100,23
4056,567,20,31,100,20
4057,571,18,35,100,23
4058,559,18,48,100,26
4059,585,18,31,100,24
4060,631,20,43,100,20
4061,554,19,39,100,23
4062,626,18,42,100,21
4063,649,22,39,100,21
4064,620,23,38,100,21
4065,578,20,43,100,21
4066,590,22,38,100,21
4067,596,23,42,100,22
4068,572,23,46,100,20
4069,590,21,31,100,27
4070,598,19,37,100,20
4071,624,18,41,100,22
4072,550,21,46,100,21
4073,629,23,40,100,20
4074,585,23,32,100,26
4075,620,21,37,100,21
4076,595,19,44,100,20
4077,598,22,33,100,28
4078,593,22,44,100,26
4079,554,22,40,100,23
4080,638,21,38,100,23
4081,571,20,40,100,29
4082,646,19,47,100,26
4083,576,19,45,100,23
4084,627,19,49,100,29
4085,572,21,47,100,27
4086,613,23,32,100,27
4087,610,22,33,100,27
4088,563,19,42,100,25
4089,565,18,30,100,25
4090,646,21,43,100,28
4091,628,21,43,100,26
4092,639,23,47,100,28
4093,572,18,46,100,27
4094,619,19,47,100,25
4095,596,21,42,100,21
4096,554,22,49,100,20
4097,560,21,33,100,29
4098,606,19,42,100,23
4099,575,22,37,100,25
4100,565,19,30,100,29
4101,574,22,38,100,21
4102,569,23,49,100,27
4103,573,19,32,100,27
4104,584,21,41,100,27
4105,623,21,34,100,23
4106,578,19,34,100,24
4107,603,18,44,100,24
4108,584,19,38,100,28
4109,590,18,34,100,26
4110,560,20,42,100,28
4111,555,22,39,100,23
4112,630,21,39,100,22
4113,630,23,37,100,26
4114,578,20,34,100,20
4115,581,20,48,100,25
4116,626,22,49,100,27
4117,591,19,49,100,21
4118,629,20,33,100,25
4119,555,18,45,100,23
4120,604,21,31,100,20
4121,553,20,45,100,25
4122,640,19,47,100,22
4123,591,20,45,100,23
4124,589,21,44,100,23
4125,582,18,43,100,24
4126,606,21,46,100,21
4127,630,23,34,100,29
4128,603,20,46,100,25
4129,574,20,37,100,23
4130,555,21,41,100,24
4131,600,18,34,100,23
4132,628,21,44,100,25
4133,588,21,47,100,26
4134,559,21,34,100,22
4135,645,21,30,100,20
4136,574,21,42,100,23
4137,610,18,31,100,20
4138,577,20,45,100,26
4139,636,18,30,100,25
4140,648,18,33,100,20
4141,604,22,38,100,26
4142,579,21,40,100,25
4143,644,22,36,100,29
4144,628,23,42,100,23
4145,552,20,46,100,26
4146,631,22,46,100,23
4147,578,22,31,100,20
4148,615,21,34,100,28
4149,621,22,33,100,26
4150,571,22,41,100,22
4151,607,19,37,100,26
4152,555,22,30,100,27
4153,647,18,38,100,20
4154,638,20,36,100,26
4155,554,20,36,100,25
4156,602,23,39,100,29
4157,611,20,49,100,24
4158,574,21,31,100,20
4159,582,22,38,100,26
4160,621,23,37,100,23
4161,642,21,33,100,21
4162,607,23,40,100,21
4163,619,18,48,100,23
4164,626,20,49,100,29
4165,566,22,37,100,20
4166,571,23,37,100,26
4167,588,21,31,100,26
4168,608,21,36,100,20
4169,637,19,44,100,20
4170,612,19,35,100,20
4171,609,22,37,100,23
4172,608,22,45,100,26
4173,594,22,40,100,20
4174,624,22,34,100,22
4175,557,22,41,100,29
4176,564,19,38,100,28
4177,611,18,37,100,20
4178,568,21,38,100,21
4179,615,18,36,100,23
4180,628,19,40,100,22
4181,626,18,39,100,29
4182,603,18,35,100,20
4183,614,18,33,100,24
4184,587,22,49,100,29
4185,647,18,44,100,29
4186,568,20,47,100,25
4187,557,19,38,100,26
4188,648,23,40,100,25
4189,633,19,43,100,29
4190,638,23,42,100,24
4191,627,19,41,100,26
4192,586,18,47,100,28
4193,597,23,40,100,21
4194,578,23,30,100,22
4195,643,19,41,100,26
4196,591,22,38,100,25
4197,555,23,31,100,29
4198,618,19,33,100,21
4199,559,23,36,100,23
4200,627,20,36,100,29
4201,572,18,43,100,26
4202,572,23,32,100,27
4203,609,20,42,100,29
4204,642,23,44,100,20
4205,622,23,41,100,20
4206,593,21,36,100,24
4207,637,23,48,100,24
4208,614,20,40,100,27
4209,562,22,39,100,21
4210,574,23,37,100,27
4211,616,19,42,100,29
4212,551,22,48,100,28
4213,560,20,30,100,23
4214,574,21,32,100,26
4215,568,22,41,100,21
4216,592,20,46,100,21
4217,634,23,48,100,29
4218,624,20,39,100,28
4219,570,21,41,100,20
4220,601,22,31,100,22
4221,591,23,45,100,29
4222,550,21,30,100,26
4223,575,22,30,100,20
4224,601,21,47,100,25
4225,616,21,33,100,28
4226,587,19,43,100,22
4227,553,18,34,100,25
4228,586,18,30,100,27
4229,638,18,36,100,27
4230,613,20,31,100,23
4231,601,20,32,100,20
4232,631,21,42,100,24
4233,553,22,46,100,25
4234,646,22,39,100,22
4235,599,20,39,100,27
4236,567,19,30,100,20
4237,556,23,31,100,20
4238,627,19,31,100,22
4239,579,20,42,100,23
4240,551,18,32,100,20
4241,555,22,33,100,24
4242,609,19,38,100,24
4243,639,19,47,100,20
4244,567,20,48,100,23
4245,609,21,35,100,27
4246,581,23,46,100,23
4247,627,20,30,100,22
4248,559,19,30,100,25
4249,576,22,30,100,27
4250,581,21,39,100,27
4251,581,23,38,100,21
4252,564,21,40,100,22
4253,644,20,37,100,22
4254,579,18,47,100,22
4255,618,23,42,100,26
4256,599,21,39,100,26
4257,585,18,48,100,27
4258,568,20,30,100,29
4259,617,20,44,100,21
4260,584,19,40,100,22
4261,615,19,38,100,25
4262,594,21,40,100,22
4263,594,19,46,100,26
4264,571,19,33,100,27
4265,614,23,49,100,25
4266,618,20,45,100,20
4267,591,18,31,100,23
4268,573,20,43,100,21
4269,576,22,35,100,21
4270,615,20,47,100,26
4271,634,23,30,100,28
4272,554,18,40,100,23
4273,645,22,46,100,22
4274,616,23,39,100,21
4275,633,23,38,100,28
4276,632,18,44,100,26
4277,574,18,48,100,26
4278,611,18,42,100,26
4279,565,22,41,100,20
4280,572,19,37,100,25
4281,604,23,35,100,23
4282,639,22,45,100,26
4283,559,19,44,100,29
4284,607,21,41,100,24
4285,556,22,40,100,20
4286,574,19,41,100,25
4287,621,22,34,100,26
4288,553,20,37,100,23
4289,569,21,36,100,23
4290,632,23,35,100,26
4291,598,22,30,100,20
4292,604,22,43,100,27
4293,628,23,44,100,24
4294,599,18,37,100,24
4295,630,23,34,100,24
4296,608,18,37,100,20
4297,579,19,37,100,29
4298,623,22,47,100,24
4299,609,20,41,100,28
4300,649,23,42,100,20
4301,624,23,39,100,29
4302,626,20,47,100,28
4303,593,18,42,100,26
4304,567,19,40,100,24
4305,580,20,48,100,22
4306,602,20,33,100,26
4307,647,19,47,100,23
4308,621,18,40,100,23
4309,621,21,38,100,22
4310,617,23,35,100,21
4311,612,20,31,100,26
4312,607,18,43,100,28
4313,557,22,31,100,27
4314,561,22,49,100,26
4315,649,23,46,100,23
4316,610,20,45,100,27
4317,614,21,43,100,24
4318,591,21,45,100,27
4319,587,20,34,100,22
4320,576,19,44,100,28
4321,553,18,39,100,24
4322,609,23,34,100,21
4323,644,20,34,100,29
4324,564,18,48,100,24
4325,588,21,43,100,27
4326,578,22,30,100,28
4327,646,23,41,100,20
4328,632,21,32,100,28
4329,599,20,42,100,25
4330,579,20,36,100,25
4331,621,22,48,100,29
4332,616,23,37,100,27
4333,593,22,42,100,22
4334,580,22,49,100,24
4335,597,19,40,100,25
4336,564,18,43,100,27
4337,621,18,36,100,23
4338,641,19,32,100,29
4339,575,22,39,100,23
4340,620,23,49,100,20
4341,596,18,44,100,21
4342,631,21,32,100,26
4343,582,18,31,100,28
4344,604,21,32,100,29
4345,594,20,48,100,27
4346,583,18,36,100,24
4347,599,21,46,100,21
4348,582,19,31,100,28
4349,590,22,38,100,21
4350,560,23,33,100,21
4351,562,23,38,100,25
4352,629,20,33,100,23
4353,622,18,31,100,23
4354,570,19,48,100,23
4355,585,21,44,100,28
4356,645,20,31,100,25
4357,617,21,32,100,25
4358,619,18,48,100,27
4359,647,23,40,100,20
4360,589,19,40,100,27
4361,639,19,41,100,29
4362,642,21,38,100,22
4363,589,20,34,100,28
4364,601,19,47,100,29
