,Temperatura_horno [°C],Peso_total_fusion [T],Energia [kWh],Tiempo_total_fusion [h],Consumo_combustible [kWh]
3290,1508,33,7605,38,385
3291,1533,35,7580,47,385
3292,1543,32,7505,25,395
3293,1564,35,7607,38,392
3294,1566,32,7698,31,397
3295,1516,33,7594,38,386
3296,1565,34,7684,26,382
3297,1554,35,7509,29,386
3298,1597,35,7582,43,380
3299,1581,35,7687,33,397
3300,1535,34,7689,45,397
3301,1568,33,7686,35,398
3302,1566,34,7656,43,394
3303,1565,34,7592,33,388
3304,1575,33,7691,28,388
3305,1561,35,7610,28,394
3306,1593,34,7553,37,394
3307,1589,32,7501,30,395
3308,1541,35,7598,33,396
3309,1528,34,7586,31,391
3310,1505,35,7543,29,398
3311,1591,35,7515,39,384
3312,1520,34,7632,38,392
3313,1502,32,7543,36,386
3314,1549,33,7535,36,386
3315,1570,35,7593,29,382
3316,1524,35,7529,47,396
3317,1599,32,7509,46,395
3318,1590,32,7681,40,389
3319,1506,34,7644,28,392
3320,1524,35,7635,26,395
3321,1510,35,7606,41,389
3322,1588,34,7540,32,383
3323,1536,33,7622,33,386
3324,1541,33,7544,43,393
3325,1549,32,7656,39,388
3326,1531,33,7637,38,398
3327,1597,32,7549,42,383
3328,1524,32,7580,35,383
3329,1517,34,7619,45,392
3330,1509,32,7506,25,398
3331,1550,33,7579,42,394
3332,1599,34,7567,24,399
3333,1549,33,7678,37,392
3334,1542,32,7659,39,382
3335,1561,34,7644,47,385
3336,1557,35,7648,45,393
3337,1584,34,7597,46,385
3338,1537,33,7587,31,382
3339,1560,34,7598,37,383
3340,1576,32,7607,33,383
3341,1582,34,7520,36,392
3342,1535,35,7564,36,387
3343,1592,32,7613,40,392
3344,1541,33,7550,39,389
3345,1553,35,7596,32,385
3346,1520,33,7642,32,394
3347,1599,33,7560,41,396
3348,1590,33,7627,39,394
3349,1559,33,7659,43,389
3350,1553,34,7524,34,398
3351,1538,32,7583,24,398
3352,1515,32,7507,47,390
3353,1552,32,7640,45,388
3354,1579,34,7693,45,393
3355,1586,32,7687,42,386
3356,1537,33,7680,30,396
3357,1593,32,7561,41,387
3358,1555,35,7691,37,399
3359,1533,33,7547,31,382
3360,1570,33,7565,39,395
3361,1539,35,7532,43,387
3362,1517,34,7562,38,383
3363,1534,35,7635,28,399
3364,1520,33,7659,26,398
3365,1511,34,7545,28,390
3366,1578,32,7670,27,381
3367,1523,32,7530,42,399
3368,1549,33,7508,30,396
3369,1544,33,7617,31,383
3370,1544,33,7551,40,388
3371,1504,33,7544,31,382
3372,1506,33,7609,42,398
3373,1586,33,7535,32,399
3374,1597,34,7648,27,399
3375,1545,34,7688,34,390
3376,1585,32,7504,35,390
3377,1551,33,7697,41,396
3378,1568,34,7605,46,395
3379,1515,33,7518,36,398
3380,1512,33,7597,33,398
3381,1502,34,7553,44,395
3382,1555,32,7576,32,384
3383,1519,32,7650,25,385
3384,1520,33,7521,25,395
3385,1592,33,7574,28,399
3386,1596,32,7630,30,380
3387,1519,34,7648,32,397
3388,1553,33,7627,35,389
3389,1564,32,7644,45,387
3390,1504,34,7565,26,382
3391,1559,34,7552,46,392
3392,1538,32,7503,46,393
3393,1519,33,7594,36,399
3394,1568,34,7592,32,383
3395,1534,32,7512,36,385
3396,1508,34,7552,31,395
3397,1592,32,7512,35,388
3398,1508,34,7505,46,380
3399,1569,34,7512,44,394
3400,1572,32,7578,27,381
3401,1550,33,7585,46,384
3402,1562,34,7663,24,392
3403,1521,33,7686,24,398
3404,1541,33,7611,38,380
3405,1576,33,7666,32,392
3406,1509,32,7677,27,383
3407,1581,34,7552,47,395
3408,1577,34,7574,24,383
3409,1545,32,7636,47,393
3410,1563,34,7670,41,382
3411,1509,32,7579,43,398
3412,1533,32,7645,28,396
3413,1569,35,7693,32,395
3414,1531,33,7635,25,396
3415,1549,35,7641,27,382
3416,1503,32,7547,44,381
3417,1593,33,7507,25,385
3418,1585,32,7543,35,390
3419,1589,33,7696,30,392
3420,1542,32,7512,28,381
3421,1550,32,7670,27,382
3422,1550,33,7661,27,392
3423,1518,33,7566,33,388
3424,1573,32,7579,27,383
3425,1553,33,7655,43,386
3426,1598,32,7606,35,382
3427,1519,32,7573,32,381
3428,1574,35,7560,24,392
3429,1522,32,7568,41,396
3430,1567,34,7614,27,396
3431,1548,33,7514,26,398
3432,1568,33,7517,30,382
3433,1515,34,7665,47,397
3434,1519,35,7534,44,392
3435,1505,32,7608,36,389
3436,1535,33,7563,32,383
3437,1513,33,7615,35,390
3438,1538,34,7527,26,387
3439,1534,32,7646,47,395
3440,1525,35,7554,41,380
3441,1537,32,7546,37,382
3442,1510,33,7625,28,388
3443,1510,35,7628,38,389
3444,1573,34,7612,34,395
3445,1583,35,7534,42,382
3446,1533,34,7651,44,387
3447,1516,35,7512,33,383
3448,1546,35,7683,44,385
3449,1570,34,7666,45,397
3450,1593,35,7588,26,397
3451,1511,35,7546,33,394
3452,1572,34,7547,34,397
3453,1585,34,7690,33,392
3454,1525,32,7688,40,395
3455,1572,33,7520,42,382
3456,1532,32,7581,34,398
3457,1546,33,7564,31,386
3458,1530,34,7662,45,383
3459,1558,35,7668,30,386
3460,1586,34,7539,34,393
3461,1580,34,7584,32,390
3462,1529,32,7682,31,398
3463,1501,35,7675,32,398
3464,1551,32,7622,33,395
3465,1571,34,7693,30,397
3466,1572,35,7677,32,387
3467,1592,35,7535,35,380
3468,1505,35,7698,45,390
3469,1567,34,7681,41,390
3470,1574,33,7679,36,382
3471,1502,34,7616,37,399
3472,1538,34,7533,45,396
3473,1525,34,7569,41,384
3474,1543,34,7646,38,391
3475,1577,32,7610,32,382
3476,1571,34,7640,38,390
3477,1514,33,7528,32,393
3478,1519,35,7633,40,389
3479,1584,35,7610,38,394
3480,1543,33,7630,25,382
3481,1518,35,7627,42,383
3482,1581,35,7590,43,381
3483,1570,35,7500,24,391
3484,1507,33,7566,42,381
3485,1543,32,7660,41,394
3486,1556,34,7524,43,387
3487,1558,34,7540,24,396
3488,1514,33,7519,37,380
3489,1534,33,7634,28,392
3490,1542,33,7619,41,381
3491,1530,32,7538,26,389
3492,1512,32,7625,27,387
3493,1516,33,7544,40,382
3494,1511,35,7579,31,381
3495,1543,32,7670,35,389
3496,1587,35,7593,45,389
3497,1564,33,7508,39,393
3498,1571,32,7619,34,388
3499,1523,33,7533,45,393
3500,1548,33,7648,32,395
3501,1517,35,7530,25,397
3502,1581,34,7555,28,387
3503,1513,35,7599,27,380
3504,1572,32,7694,43,385
3505,1541,33,7527,30,398
3506,1566,32,7650,35,393
3507,1545,33,7508,25,389
3508,1583,34,7511,45,389
3509,1535,32,7541,36,380
3510,1574,35,7580,36,395
3511,1582,33,7690,42,382
3512,1575,34,7649,25,381
3513,1599,32,7633,32,399
3514,1500,32,7562,35,395
3515,1535,35,7640,32,390
3516,1599,32,7542,37,383
3517,1528,35,7674,32,394
3518,1573,34,7555,43,398
3519,1546,32,7513,44,398
3520,1542,34,7607,43,380
3521,1574,34,7637,37,389
3522,1533,34,7526,33,380
3523,1561,35,7597,45,398
3524,1579,34,7601,33,397
3525,1524,33,7540,30,389
3526,1534,33,7683,42,389
3527,1543,32,7546,41,394
3528,1596,35,7641,29,387
3529,1527,33,7622,32,399
3530,1560,32,7580,25,396
3531,1595,34,7520,24,393
3532,1590,33,7531,29,387
3533,1510,33,7661,40,397
3534,1565,32,7560,47,387
3535,1503,34,7661,47,381
3536,1553,32,7696,39,386
3537,1506,32,7519,27,381
3538,1532,34,7520,44,387
3539,1582,33,7677,40,399
3540,1524,33,7658,47,398
3541,1560,32,7670,36,387
3542,1501,35,7626,24,387
3543,1512,32,7541,42,398
3544,1573,35,7524,27,387
3545,1508,34,7660,29,399
3546,1510,32,7656,34,391
3547,1588,35,7501,46,380
3548,1501,35,7636,43,392
3549,1543,33,7665,42,390
3550,1570,33,7684,24,388
3551,1521,35,7662,34,391
3552,1587,33,7673,29,399
3553,1598,32,7504,34,381
3554,1524,32,7605,32,383
3555,1518,33,7591,44,383
3556,1536,34,7665,24,385
3557,1504,34,7695,44,381
3558,1512,34,7692,32,392
3559,1500,33,7669,42,393
3560,1532,33,7566,28,399
3561,1577,34,7580,32,387
3562,1570,35,7689,36,386
3563,1558,35,7661,24,387
3564,1531,33,7577,38,389
3565,1571,33,7676,29,392
3566,1578,35,7652,27,399
3567,1563,34,7652,34,385
3568,1583,33,7543,24,389
3569,1578,34,7555,29,384
3570,1551,33,7532,37,397
3571,1598,33,7575,44,399
3572,1555,35,7528,35,382
3573,1575,35,7652,39,396
3574,1550,33,7583,46,397
3575,1592,34,7571,26,381
3576,1572,34,7508,32,388
3577,1581,34,7650,44,390
3578,1569,33,7534,28,380
3579,1595,33,7579,30,391
3580,1587,34,7574,47,385
3581,1554,32,7601,43,390
3582,1577,33,7670,29,391
3583,1595,34,7535,30,399
3584,1565,35,7573,31,396
3585,1568,33,7513,34,398
3586,1517,35,7607,27,393
3587,1568,35,7694,39,397
3588,1566,35,7635,33,391
3589,1593,34,7689,44,390
3590,1575,35,7683,33,392
3591,1515,35,7534,39,393
3592,1597,35,7546,41,389
3593,1547,35,7613,29,380
3594,1523,34,7526,31,387
3595,1563,32,7672,24,387
3596,1539,32,7553,28,383
3597,1558,35,7619,47,396
3598,1525,35,7643,46,386
3599,1535,32,7645,24,398
3600,1564,35,7556,42,391
3601,1544,33,7672,25,380
3602,1598,32,7561,24,387
3603,1534,33,7535,32,393
3604,1581,35,7608,34,389
3605,1594,33,7690,45,393
3606,1536,32,7668,37,395
3607,1507,33,7549,47,397
3608,1507,32,7533,45,382
3609,1546,32,7556,38,389
3610,1553,33,7537,39,392
3611,1566,35,7645,25,390
3612,1595,33,7666,41,391
3613,1504,33,7605,42,385
3614,1567,32,7619,29,380
3615,1551,35,7656,25,384
3616,1517,35,7574,40,385
3617,1557,35,7685,34,390
3618,1510,35,7571,45,395
3619,1514,35,7593,40,387
3620,1549,35,7603,41,384
3621,1502,34,7618,36,397
3622,1532,33,7674,42,388
3623,1577,32,7628,24,390
3624,1573,33,7553,36,386
3625,1529,34,7652,31,389
3626,1508,32,7557,40,387
3627,1573,33,7692,28,395
3628,1569,35,7690,32,392
3629,1576,35,7642,36,399
3630,1587,34,7678,32,395
3631,1546,33,7684,40,387
3632,1573,35,7668,41,393
3633,1505,34,7599,26,387
3634,1520,33,7592,31,390
3635,1581,32,7526,30,388
3636,1537,34,7686,37,389
3637,1573,35,7510,31,389
3638,1587,32,7610,38,389
3639,1546,33,7634,33,387
3640,1512,34,7570,32,388
3641,1545,32,7573,30,388
3642,1520,33,7610,47,384
3643,1594,32,7570,46,381
3644,1547,32,7625,34,393
3645,1503,35,7647,36,396
3646,1520,34,7623,31,395
3647,1594,34,7645,32,391
3648,1558,33,7567,28,395
3649,1534,32,7579,28,388
3650,1563,32,7679,46,388
3651,1506,32,7530,27,381
3652,1520,35,7531,26,386
3653,1542,34,7552,30,397
3654,1539,35,7615,42,384
3655,1509,35,7634,32,382
3656,1584,32,7640,26,386
3657,1501,32,7503,37,390
3658,1538,33,7575,26,397
3659,1507,35,7570,39,389
3660,1529,32,7582,45,394
3661,1527,35,7674,33,392
3662,1500,32,7657,25,397
3663,1586,35,7527,31,388
3664,1525,32,7565,43,389
3665,1564,35,7664,30,399
3666,1512,35,7550,42,382
3667,1544,32,7520,37,382
3668,1587,34,7565,33,394
3669,1548,32,7665,27,383
3670,1557,35,7653,35,394
3671,1527,32,7586,39,396
3672,1575,35,7634,39,380
3673,1529,32,7683,24,387
3674,1582,34,7669,38,393
3675,1503,35,7574,30,382
3676,1539,35,7534,44,393
3677,1503,34,7603,28,397
3678,1558,35,7647,45,393
3679,1588,35,7516,36,394
3680,1517,34,7620,32,389
3681,1543,34,7542,44,389
3682,1595,34,7508,34,384
3683,1586,35,7684,46,395
3684,1522,35,7683,37,397
3685,1509,33,7618,42,388
3686,1530,33,7519,27,394
3687,1572,34,7634,44,390
3688,1561,34,7632,45,399
3689,1530,33,7583,27,395
3690,1539,34,7645,31,380
3691,1599,35,7523,41,398
3692,1567,33,7558,25,387
3693,1503,32,7633,29,390
3694,1566,33,7581,46,387
3695,1587,34,7500,45,380
3696,1533,34,7664,39,388
3697,1562,34,7517,43,381
3698,1527,35,7653,37,392
3699,1530,33,7509,33,383
3700,1522,34,7621,44,388
3701,1507,32,7531,35,382
3702,1588,32,7637,25,383
3703,1596,32,7647,34,384
3704,1526,35,7634,38,398
3705,1502,35,7511,41,396
3706,1525,32,7530,38,387
3707,1509,34,7563,29,399
3708,1523,32,7501,45,392
3709,1595,34,7649,38,387
3710,1534,35,7637,42,399
3711,1594,33,7696,46,388
3712,1563,34,7619,44,390
3713,1504,35,7663,47,383
3714,1524,35,7550,42,383
3715,1545,32,7696,40,397
3716,1502,33,7637,30,384
3717,1599,35,7639,44,392
3718,1519,34,7696,27,384
3719,1585,34,7623,38,385
3720,1580,33,7537,40,384
3721,1598,32,7691,35,391
3722,1591,35,7670,39,384
3723,1544,33,7537,31,387
3724,1551,34,7681,34,387
3725,1509,35,7665,46,389
3726,1525,32,7523,34,389
3727,1501,35,7556,44,383
3728,1581,35,7559,26,384
3729,1579,35,7680,40,395
3730,1512,35,7634,32,393
3731,1545,33,7569,26,392
3732,1524,34,7530,39,390
3733,1580,32,7695,33,393
3734,1534,33,7600,35,398
3735,1594,33,7661,38,385
3736,1562,33,7612,45,398
3737,1550,33,7531,47,385
3738,1562,34,7575,24,386
3739,1518,35,7609,36,396
3740,1520,33,7663,24,398
3741,1536,33,7612,42,396
3742,1540,32,7587,39,382
3743,1529,35,7588,26,382
3744,1586,35,7679,42,384
3745,1525,33,7578,41,399
3746,1533,32,7605,27,383
3747,1535,34,7542,26,389
3748,1547,35,7617,29,391
3749,1590,33,7567,47,383
3750,1568,33,7513,37,387
3751,1543,32,7509,43,399
3752,1578,35,7693,45,393
3753,1580,34,7618,37,399
3754,1533,32,7523,47,398
3755,1529,34,7595,41,381
3756,1508,33,7574,42,381
3757,1595,34,7645,37,381
3758,1520,33,7646,25,389
3759,1597,34,7698,38,396
3760,1594,32,7673,25,380
3761,1525,35,7599,28,397
3762,1529,32,7625,34,390
3763,1516,34,7695,34,386
3764,1576,34,7533,46,380
3765,1503,34,7594,29,384
3766,1516,32,7548,47,388
3767,1509,32,7529,28,394
3768,1560,33,7557,28,389
3769,1588,34,7608,36,391
3770,1578,35,7596,47,384
3771,1587,34,7556,38,384
3772,1598,35,7615,30,391
3773,1564,33,7511,35,380
3774,1559,35,7578,34,389
3775,1550,33,7562,33,391
3776,1598,34,7693,46,396
3777,1529,33,7615,35,387
3778,1542,33,7661,45,396
3779,1565,34,7656,30,388
3780,1509,33,7614,39,383
3781,1509,32,7597,41,389
3782,1594,32,7541,45,393
3783,1506,32,7569,39,399
3784,1511,34,7670,30,384
3785,1552,33,7562,47,395
3786,1575,35,7659,46,384
3787,1517,33,7635,39,386
3788,1545,33,7553,31,394
3789,1586,34,7634,47,390
3790,1547,34,7620,27,398
3791,1549,34,7550,34,387
3792,1580,33,7653,31,382
3793,1555,34,7559,42,383
3794,1585,32,7697,32,382
3795,1514,35,7612,37,398
3796,1520,32,7647,26,392
3797,1522,35,7556,44,383
3798,1578,35,7611,44,387
3799,1510,34,7524,37,397
3800,1536,32,7575,43,398
3801,1551,32,7518,24,390
3802,1511,34,7611,24,398
3803,1592,35,7581,30,385
3804,1595,32,7610,34,387
3805,1516,35,7639,42,381
3806,1561,34,7636,38,390
3807,1576,34,7637,42,386
3808,1520,32,7540,41,390
3809,1541,35,7596,38,395
3810,1587,33,7616,29,383
3811,1561,33,7664,33,399
3812,1581,34,7628,32,387
3813,1555,35,7545,42,392
3814,1555,34,7612,32,394
3815,1508,34,7688,44,390
3816,1539,32,7557,26,395
3817,1538,33,7531,44,382
3818,1560,34,7608,34,381
3819,1577,33,7672,43,399
3820,1510,34,7554,44,386
3821,1569,32,7666,33,387
3822,1573,32,7689,47,397
3823,1512,33,7638,36,384
3824,1562,32,7697,34,392
3825,1585,32,7597,40,381
3826,1553,35,7661,34,391
3827,1564,34,7556,31,389
3828,1521,32,7619,35,385
3829,1573,32,7587,29,382
3830,1579,33,7658,34,399
3831,1544,34,7695,26,382
3832,1524,35,7514,30,381
3833,1541,33,7501,33,386
3834,1574,35,7620,47,396
3835,1525,35,7640,40,396
3836,1548,35,7515,36,386
3837,1591,35,7500,38,395
3838,1535,33,7588,47,391
3839,1573,34,7572,32,381
3840,1571,35,7566,37,399
3841,1550,33,7607,41,399
3842,1525,34,7656,24,388
3843,1523,35,7690,30,391
3844,1598,32,7623,39,392
3845,1566,33,7602,47,390
3846,1516,32,7604,46,388
3847,1581,35,7668,46,390
3848,1541,32,7591,25,393
3849,1525,35,7504,39,391
3850,1500,33,7576,30,383
3851,1570,34,7524,45,381
3852,1547,35,7627,24,386
3853,1563,33,7681,24,389
3854,1568,32,7694,38,392
3855,1594,34,7551,39,397
3856,1501,32,7554,26,383
3857,1583,35,7610,31,389
3858,1561,34,7589,41,393
3859,1542,32,7654,42,384
3860,1586,32,7699,37,385
3861,1535,34,7592,47,396
3862,1523,32,7686,35,396
3863,1571,34,7668,44,389
3864,1573,33,7527,37,396
3865,1577,33,7589,26,391
3866,1539,35,7589,33,399
3867,1523,33,7644,32,399
3868,1516,35,7692,39,384
3869,1591,35,7613,35,381
3870,1566,34,7582,43,380
3871,1550,34,7539,32,390
3872,1593,35,7502,41,386
3873,1540,35,7522,43,385
3874,1538,34,7636,24,388
3875,1511,32,7599,33,394
3876,1542,33,7628,30,388
3877,1591,32,7508,44,380
3878,1583,32,7507,26,381
3879,1509,32,7561,36,383
3880,1533,35,7680,38,394
3881,1536,34,7692,28,394
3882,1506,34,7649,26,393
3883,1595,33,7637,46,381
3884,1583,32,7583,31,395
3885,1521,32,7560,35,399
3886,1596,35,7579,25,390
3887,1584,34,7554,39,382
3888,1503,35,7661,47,380
3889,1560,34,7513,43,397
3890,1512,35,7545,24,395
3891,1561,34,7507,28,396
3892,1570,34,7602,28,386
3893,1573,34,7616,24,382
3894,1554,35,7631,25,391
3895,1581,34,7527,38,390
3896,1524,32,7603,47,398
3897,1587,35,7680,45,390
3898,1524,35,7507,45,385
3899,1557,34,7630,31,384
3900,1518,33,7506,40,391
3901,1582,34,7631,38,386
3902,1536,33,7513,29,397
3903,1539,35,7680,46,389
3904,1536,35,7606,35,381
3905,1588,33,7609,29,397
3906,1580,34,7656,33,381
3907,1549,33,7515,39,395
3908,1565,33,7647,36,381
3909,1518,34,7698,45,385
3910,1505,32,7578,34,384
3911,1567,33,7613,43,381
3912,1559,32,7531,42,395
3913,1569,34,7581,39,382
3914,1585,32,7641,43,387
3915,1506,33,7621,24,399
3916,1576,34,7504,33,396
3917,1563,35,7620,31,387
3918,1510,33,7551,40,382
3919,1524,34,7528,35,394
3920,1554,34,7535,26,383
3921,1545,35,7545,33,395
3922,1569,32,7642,35,398
3923,1535,35,7604,33,396
3924,1566,33,7526,39,399
3925,1556,32,7642,44,396
3926,1574,35,7659,32,382
3927,1502,34,7591,27,391
3928,1574,32,7574,33,395
3929,1588,33,7671,28,391
3930,1558,32,7556,39,393
3931,1595,33,7596,42,390
3932,1543,33,7674,26,391
3933,1512,35,7509,37,397
3934,1516,34,7551,46,387
3935,1534,35,7544,32,381
3936,1520,34,7515,40,398
3937,1581,33,7642,44,398
3938,1544,33,7648,45,383
3939,1524,32,7631,33,386
3940,1589,32,7699,45,397
3941,1518,34,7653,46,387
3942,1555,33,7549,44,384
3943,1570,32,7674,32,396
3944,1562,35,7597,38,380
3945,1545,35,7548,30,392
3946,1555,32,7646,28,381
3947,1588,35,7513,32,384
3948,1541,34,7689,30,392
3949,1541,33,7541,29,382
3950,1547,32,7603,26,393
3951,1592,35,7537,36,383
3952,1567,34,7531,38,381
3953,1563,33,7681,29,386
3954,1558,32,7539,42,381
3955,1589,32,7687,37,396
3956,1513,35,7590,47,381
3957,1571,35,7557,29,382
3958,1595,33,7623,24,388
3959,1537,34,7560,41,387
3960,1553,35,7510,46,396
3961,1597,32,7651,24,384
3962,1549,35,7509,33,398
3963,1552,33,7529,42,399
3964,1511,33,7518,26,397
3965,1573,34,7686,40,397
3966,1562,33,7539,40,381
3967,1534,32,7550,41,381
3968,1530,33,7561,38,384
3969,1599,33,7548,39,395
3970,1564,35,7699,40,387
3971,1524,35,7633,40,386
3972,1575,32,7692,31,392
3973,1562,34,7538,47,383
3974,1529,35,7629,43,381
3975,1583,35,7551,30,389
3976,1581,34,7515,31,396
3977,1514,33,7688,40,399
3978,1553,32,7635,29,394
3979,1555,35,7509,43,388
3980,1594,34,7622,36,393
3981,1591,35,7533,40,380
3982,1503,35,7538,24,382
3983,1561,35,7633,31,383
3984,1586,34,7529,39,386
3985,1537,34,7669,46,398
3986,1582,35,7600,39,389
3987,1561,33,7523,40,387
3988,1529,32,7552,26,394
3989,1545,32,7566,38,391
3990,1563,35,7503,35,390
3991,1522,35,7582,34,385
3992,1569,34,7549,40,384
3993,1578,32,7622,29,398
3994,1594,35,7588,25,386
3995,1571,33,7671,46,386
3996,1591,33,7517,32,391
3997,1563,33,7518,45,393
3998,1583,33,7510,29,399
3999,1546,34,7676,42,393
4000,1544,32,7503,36,381
4001,1556,34,7635,43,388
4002,1532,35,7622,36,389
4003,1565,35,7621,37,389
4004,1543,33,7559,35,395
4005,1544,35,7595,24,396
4006,1555,35,7514,24,391
4007,1523,32,7691,35,383
4008,1528,32,7537,26,384
4009,1537,33,7631,28,397
4010,1582,34,7611,27,391
4011,1556,34,7587,27,396
4012,1568,35,7506,34,395
4013,1517,34,7666,34,396
4014,1582,34,7516,27,388
4015,1503,32,7586,37,383
4016,1516,32,7609,44,388
4017,1584,33,7520,25,392
4018,1536,34,7532,32,386
4019,1598,32,7509,43,394
4020,1563,33,7510,29,399
4021,1502,33,7644,42,396
4022,1528,35,7528,46,385
4023,1573,35,7542,30,394
4024,1542,33,7666,41,397
4025,1527,33,7614,44,384
4026,1564,32,7581,35,391
4027,1538,34,7556,30,382
4028,1540,33,7640,24,394
4029,1597,33,7560,26,398
4030,1507,32,7560,37,395
4031,1555,33,7643,34,397
4032,1561,34,7566,47,393
4033,1580,32,7623,36,396
4034,1551,33,7573,32,398
4035,1565,35,7553,41,386
4036,1541,35,7523,24,383
4037,1522,34,7629,24,385
4038,1566,35,7674,24,386
4039,1524,32,7609,36,382
4040,1597,35,7527,24,392
4041,1592,34,7659,25,385
4042,1521,32,7593,46,398
4043,1583,34,7600,36,399
4044,1540,34,7554,43,398
4045,1578,35,7681,25,387
4046,1539,35,7607,46,386
4047,1538,32,7657,28,386
4048,1534,35,7551,47,380
4049,1566,34,7615,33,387
4050,1504,32,7636,28,391
4051,1506,34,7523,28,381
4052,1587,35,7696,34,391
4053,1557,33,7681,25,398
4054,1529,33,7567,39,394
4055,1586,33,7503,35,390
4056,1577,34,7678,27,382
4057,1563,34,7609,34,397
4058,1506,33,7568,41,388
4059,1518,33,7572,27,380
4060,1598,33,7616,29,393
4061,1518,32,7697,41,392
4062,1515,32,7529,31,385
4063,1561,33,7628,25,380
4064,1537,32,7525,27,390
4065,1522,32,7644,35,392
4066,1586,32,7555,45,392
4067,1594,34,7595,26,384
4068,1576,34,7637,24,380
4069,1523,34,7661,31,393
4070,1559,34,7674,26,395
4071,1521,35,7500,43,388
4072,1532,33,7532,26,398
4073,1513,35,7691,46,394
4074,1537,32,7579,41,385
4075,1535,35,7578,29,389
4076,1523,35,7548,26,396
4077,1531,34,7630,47,390
4078,1564,35,7676,40,393
4079,1521,32,7513,31,380
4080,1506,34,7639,37,388
4081,1587,32,7509,47,382
4082,1516,32,7520,28,391
4083,1578,34,7514,35,393
4084,1527,33,7595,28,391
4085,1504,33,7551,43,382
4086,1521,34,7652,27,396
4087,1548,34,7674,34,392
4088,1561,35,7626,30,398
4089,1524,32,7673,36,399
4090,1537,32,7556,45,380
4091,1535,33,7527,30,385
4092,1516,32,7630,42,393
4093,1513,34,7593,47,396
4094,1505,34,7683,26,380
4095,1556,33,7555,33,388
4096,1589,35,7558,45,380
4097,1522,33,7500,37,385
4098,1594,35,7669,25,398
4099,1526,34,7672,45,381
4100,1551,35,7684,46,383
4101,1534,32,7574,40,396
4102,1572,32,7578,39,393
4103,1557,35,7626,44,382
4104,1526,32,7551,28,391
4105,1565,35,7589,25,380
4106,1569,35,7617,33,390
4107,1566,32,7501,46,381
4108,1503,35,7667,25,389
4109,1543,34,7659,41,380
4110,1535,33,7596,32,399
4111,1566,34,7515,47,383
4112,1557,32,7632,34,382
4113,1507,34,7542,38,384
4114,1575,35,7545,43,398
4115,1557,32,7598,24,389
4116,1510,34,7660,33,384
4117,1552,35,7617,39,394
4118,1553,33,7595,31,385
4119,1586,33,7629,27,391
4120,1586,34,7507,31,383
4121,1598,34,7649,27,386
4122,1504,32,7613,33,389
4123,1526,32,7528,26,382
4124,1567,32,7644,47,393
4125,1503,33,7647,27,380
4126,1561,34,7544,40,393
4127,1571,33,7629,37,383
4128,1550,32,7623,45,396
4129,1551,32,7525,42,399
4130,1544,34,7536,34,388
4131,1593,32,7641,46,387
4132,1531,33,7686,28,393
4133,1566,35,7601,47,380
4134,1558,34,7636,40,399
4135,1586,35,7540,42,387
4136,1543,33,7555,33,394
4137,1559,35,7505,41,392
4138,1582,32,7554,36,386
4139,1525,33,7669,35,398
4140,1592,35,7619,31,395
4141,1572,32,7638,42,393
4142,1549,32,7589,31,384
4143,1583,33,7680,32,382
4144,1502,34,7501,33,389
4145,1559,34,7521,46,381
4146,1574,35,7618,41,396
4147,1550,34,7676,34,398
4148,1540,33,7541,42,387
4149,1546,33,7599,25,388
4150,1521,34,7662,36,383
4151,1538,32,7641,29,385
4152,1503,35,7682,29,383
4153,1559,34,7587,35,399
4154,1559,32,7507,40,383
4155,1559,35,7689,27,380
4156,1521,33,7583,27,398
4157,1513,34,7681,42,393
4158,1548,33,7581,28,386
4159,1575,32,7670,44,387
4160,1534,33,7562,47,386
