,Carbonato_sodio [%],Caliza [%],Silica_arena [%],Densidad [g/cm3]
3698,15,7,63,2527
3699,17,10,63,2440
3700,14,6,62,2593
3701,16,11,65,2554
3702,17,10,63,2479
3703,13,11,69,2582
3704,17,10,60,2415
3705,15,6,69,2459
3706,13,8,61,2431
3707,17,6,61,2481
3708,15,10,68,2479
3709,12,5,67,2524
3710,14,8,64,2406
3711,13,5,62,2537
3712,17,6,62,2473
3713,15,10,69,2492
3714,13,6,61,2502
3715,16,6,61,2498
3716,17,11,69,2513
3717,13,9,66,2494
3718,17,5,65,2500
3719,14,6,66,2479
3720,16,6,64,2552
3721,15,5,65,2426
3722,13,9,60,2429
3723,16,7,66,2473
3724,14,8,67,2439
3725,13,5,67,2413
3726,15,7,68,2592
3727,12,10,60,2461
3728,16,10,61,2420
3729,17,9,63,2477
3730,13,10,63,2494
3731,12,7,68,2505
3732,14,8,64,2476
3733,17,9,64,2513
3734,14,10,64,2538
3735,12,7,61,2435
3736,13,5,64,2563
3737,12,5,68,2545
3738,16,9,64,2564
3739,14,10,64,2457
3740,12,5,62,2554
3741,17,11,68,2534
3742,15,11,67,2414
3743,14,8,64,2563
3744,17,9,62,2512
3745,12,6,63,2514
3746,12,7,63,2474
3747,13,6,68,2581
3748,17,9,62,2479
3749,13,5,60,2511
3750,16,9,66,2584
3751,16,6,64,2535
3752,12,6,60,2534
3753,17,6,60,2409
3754,16,6,68,2535
3755,16,9,66,2402
3756,13,5,66,2426
3757,12,7,66,2585
3758,17,7,69,2577
3759,13,5,65,2510
3760,14,5,69,2491
3761,14,8,60,2552
3762,16,9,66,2463
3763,14,10,62,2560
3764,14,7,61,2442
3765,14,6,68,2500
3766,16,10,68,2597
3767,12,5,66,2466
3768,14,8,66,2444
3769,12,7,62,2563
3770,12,6,64,2410
3771,13,5,66,2416
3772,14,8,66,2576
3773,15,8,63,2412
3774,16,6,62,2447
3775,16,9,67,2571
3776,13,11,67,2564
3777,12,10,64,2526
3778,17,7,64,2526
3779,15,8,62,2599
3780,13,10,65,2455
3781,15,10,67,2441
3782,15,5,60,2570
3783,17,8,63,2436
3784,14,7,69,2490
3785,17,11,65,2574
3786,17,9,63,2592
3787,17,6,62,2412
3788,17,5,66,2462
3789,16,5,66,2468
3790,12,6,62,2542
3791,15,11,66,2414
3792,15,10,65,2581
3793,16,5,61,2575
3794,15,8,69,2496
3795,16,5,67,2467
3796,14,5,62,2469
3797,17,6,64,2494
3798,15,11,69,2476
3799,13,5,63,2432
3800,13,6,65,2501
3801,12,11,69,2490
3802,16,6,61,2533
3803,14,8,62,2477
3804,13,11,68,2536
3805,17,9,65,2438
3806,17,6,65,2457
3807,15,5,69,2424
3808,14,7,68,2518
3809,15,9,65,2461
3810,14,11,67,2464
3811,17,11,65,2500
3812,17,8,64,2574
3813,14,6,66,2597
3814,16,6,63,2491
3815,13,9,61,2476
3816,14,5,67,2565
3817,16,7,62,2584
3818,14,7,60,2498
3819,13,8,69,2435
3820,13,6,69,2466
3821,15,7,64,2500
3822,17,9,67,2402
3823,12,6,60,2484
3824,17,9,64,2540
3825,13,8,62,2523
3826,17,10,61,2505
3827,17,9,65,2562
3828,17,11,64,2546
3829,13,11,67,2441
3830,16,8,61,2521
3831,12,5,61,2444
3832,14,8,63,2505
3833,14,10,64,2542
3834,13,11,65,2545
3835,13,9,69,2526
3836,15,10,64,2486
3837,16,5,61,2538
3838,17,11,68,2567
3839,14,10,60,2581
3840,13,6,63,2549
3841,15,10,66,2536
3842,14,10,61,2533
3843,15,5,60,2597
3844,15,10,63,2415
3845,13,10,61,2548
3846,12,8,69,2481
3847,12,7,65,2426
3848,13,5,68,2506
3849,17,5,65,2421
3850,16,6,68,2503
3851,17,7,69,2408
3852,13,5,63,2478
3853,17,5,65,2467
3854,17,8,64,2463
3855,12,7,68,2424
3856,14,7,65,2504
3857,17,9,66,2504
3858,15,10,69,2572
3859,14,9,60,2421
3860,15,8,63,2599
3861,17,6,65,2530
3862,17,5,61,2490
3863,17,8,65,2469
3864,17,11,64,2436
3865,17,10,66,2538
3866,15,9,69,2414
3867,13,6,65,2481
3868,14,8,67,2555
3869,14,8,68,2577
3870,17,5,69,2475
3871,12,6,60,2586
3872,15,6,66,2598
3873,12,6,60,2445
3874,16,11,66,2504
3875,15,7,66,2524
3876,17,11,62,2527
3877,15,7,68,2419
3878,13,6,65,2554
3879,12,10,69,2489
3880,15,8,64,2409
3881,16,7,68,2513
3882,15,10,61,2550
3883,12,7,62,2549
3884,15,8,68,2566
3885,15,11,67,2412
3886,15,11,69,2509
3887,13,6,62,2579
3888,13,10,67,2425
3889,13,10,62,2543
3890,15,6,62,2555
3891,12,7,62,2529
3892,12,10,64,2453
3893,17,10,61,2453
3894,16,6,67,2580
3895,14,6,66,2407
3896,13,9,65,2489
3897,16,5,61,2534
3898,12,9,67,2441
3899,12,6,60,2510
3900,16,6,60,2571
3901,14,10,64,2590
3902,13,6,66,2419
3903,16,5,69,2432
3904,14,7,60,2426
3905,13,11,68,2569
3906,12,8,60,2598
3907,15,10,63,2540
3908,17,7,60,2577
3909,14,10,63,2404
3910,13,11,68,2580
3911,14,10,60,2599
3912,17,6,61,2523
3913,15,7,62,2513
3914,14,6,66,2413
3915,16,5,67,2520
3916,16,5,66,2470
3917,17,10,62,2487
3918,14,7,64,2423
3919,14,6,63,2452
3920,16,7,65,2458
3921,17,11,60,2549
3922,15,7,65,2431
3923,14,8,66,2513
3924,13,8,64,2573
3925,15,5,65,2435
3926,13,7,69,2542
3927,15,5,64,2534
3928,15,5,62,2490
3929,15,10,64,2425
3930,15,6,65,2579
3931,13,11,66,2521
3932,13,11,61,2447
3933,13,9,66,2488
3934,16,5,64,2445
3935,15,11,64,2535
3936,14,6,64,2524
3937,15,6,61,2455
3938,17,8,67,2490
3939,14,9,65,2450
3940,17,7,63,2525
3941,13,11,62,2542
3942,13,10,67,2460
3943,15,7,60,2426
3944,12,11,66,2483
3945,17,6,68,2412
3946,12,9,62,2595
3947,13,5,61,2407
3948,13,9,64,2519
3949,13,9,60,2526
3950,12,5,61,2464
3951,14,8,66,2467
3952,15,6,67,2528
3953,16,11,64,2446
3954,16,5,62,2443
3955,13,11,66,2540
3956,13,6,65,2440
3957,14,7,62,2448
3958,14,9,64,2446
3959,15,6,65,2562
3960,12,9,69,2550
3961,14,7,63,2413
3962,13,10,62,2415
3963,16,9,60,2569
3964,17,6,65,2575
3965,15,11,69,2598
3966,14,10,67,2507
3967,17,11,60,2542
3968,14,11,65,2463
3969,12,10,61,2594
3970,17,10,67,2537
3971,14,11,63,2426
3972,17,9,67,2591
3973,12,6,61,2535
3974,14,7,63,2458
3975,14,10,69,2555
3976,12,9,67,2534
3977,12,8,63,2579
3978,14,8,62,2527
3979,17,9,63,2468
3980,15,7,67,2472
3981,12,11,62,2552
3982,17,9,67,2531
3983,16,10,61,2498
3984,16,10,65,2516
3985,14,8,69,2483
3986,15,6,68,2534
3987,16,11,60,2566
3988,16,7,64,2531
3989,14,10,67,2438
3990,15,5,66,2455
3991,15,9,65,2418
3992,13,10,63,2419
3993,17,5,69,2457
3994,15,11,67,2455
3995,13,8,69,2468
3996,14,11,64,2477
3997,17,10,68,2544
3998,17,6,63,2573
3999,12,10,67,2419
4000,14,10,65,2496
4001,15,11,69,2455
4002,12,11,60,2568
4003,12,6,64,2462
4004,12,6,64,2417
4005,12,6,64,2591
4006,17,6,68,2414
4007,13,5,65,2506
4008,15,9,62,2418
4009,17,8,62,2446
4010,16,5,63,2467
4011,16,6,68,2402
4012,15,10,63,2424
4013,16,6,60,2409
4014,12,11,67,2442
4015,16,8,69,2429
4016,15,10,65,2413
4017,16,6,69,2545
4018,16,10,63,2416
4019,14,11,63,2491
4020,13,9,64,2465
4021,15,11,63,2576
4022,17,6,66,2484
4023,13,9,67,2520
4024,17,7,67,2559
4025,14,8,65,2598
4026,13,7,60,2575
4027,17,5,67,2432
4028,13,10,62,2556
4029,16,6,69,2422
4030,12,7,67,2434
4031,15,5,62,2594
4032,14,10,66,2546
4033,17,11,64,2512
4034,12,10,63,2542
4035,14,11,65,2422
4036,17,11,67,2507
4037,12,7,65,2529
4038,16,11,61,2585
4039,17,7,62,2510
4040,13,7,69,2457
4041,17,10,62,2559
4042,14,5,64,2546
4043,14,11,63,2525
4044,15,10,60,2435
4045,13,9,67,2466
4046,14,8,64,2450
4047,12,11,69,2433
4048,17,9,65,2433
4049,17,11,69,2532
4050,15,5,60,2459
4051,16,8,64,2487
4052,16,7,66,2522
4053,12,6,67,2464
4054,17,5,65,2469
4055,15,7,67,2599
4056,12,7,63,2453
4057,15,6,62,2464
4058,14,11,62,2444
4059,16,9,65,2482
4060,17,7,63,2598
4061,17,10,63,2478
4062,15,9,64,2549
4063,15,5,63,2520
4064,13,11,68,2474
4065,16,7,63,2562
4066,15,8,63,2542
4067,13,10,66,2429
4068,17,10,61,2428
4069,13,10,69,2466
4070,12,11,68,2596
4071,14,8,60,2446
4072,14,8,61,2406
4073,16,11,67,2478
4074,12,7,62,2595
4075,13,9,60,2494
4076,13,6,66,2481
4077,13,10,61,2506
4078,13,5,62,2558
4079,12,11,60,2498
4080,14,11,64,2488
4081,16,11,69,2428
4082,16,9,60,2553
4083,14,9,60,2449
4084,13,6,65,2532
4085,13,5,65,2508
4086,17,9,66,2500
4087,12,8,62,2466
4088,13,6,62,2497
4089,12,7,61,2576
4090,13,9,69,2564
4091,12,8,60,2526
4092,15,6,61,2509
4093,14,9,60,2512
4094,12,8,65,2455
4095,14,9,65,2567
4096,17,6,66,2413
4097,17,10,62,2473
4098,12,11,67,2445
4099,17,5,68,2465
4100,15,11,64,2429
4101,16,11,63,2545
4102,17,8,61,2532
4103,12,7,65,2576
4104,12,8,65,2543
4105,12,9,67,2476
4106,14,8,65,2425
4107,14,6,60,2595
4108,16,8,64,2423
4109,14,5,69,2496
4110,14,9,62,2568
4111,17,5,63,2507
4112,17,10,63,2561
4113,15,6,63,2485
4114,14,7,65,2544
4115,12,7,66,2556
4116,13,5,69,2443
4117,14,6,69,2578
4118,17,10,60,2469
4119,17,9,63,2462
4120,13,10,63,2437
4121,14,7,68,2458
4122,12,8,60,2581
4123,17,5,68,2401
4124,12,11,63,2572
4125,14,11,67,2431
4126,14,11,67,2461
4127,16,5,61,2565
4128,13,8,68,2501
4129,12,9,68,2509
4130,14,11,68,2553
4131,16,10,69,2554
4132,16,6,65,2528
4133,15,9,69,2450
4134,13,11,69,2488
4135,16,10,66,2596
4136,15,10,69,2460
4137,16,7,68,2595
4138,13,7,62,2432
4139,12,7,61,2489
4140,15,7,63,2472
4141,16,6,62,2567
4142,13,6,68,2467
4143,17,5,68,2550
4144,13,8,61,2441
4145,14,10,62,2550
4146,15,7,66,2504
4147,16,6,63,2577
4148,14,10,61,2436
4149,16,11,66,2406
4150,15,6,60,2470
4151,13,9,65,2504
4152,17,9,61,2591
4153,13,5,60,2516
4154,12,6,67,2532
4155,16,10,64,2555
4156,13,6,62,2535
4157,15,9,69,2499
4158,13,10,69,2464
4159,16,7,66,2554
4160,15,5,67,2561
4161,17,9,65,2499
4162,14,10,63,2449
4163,12,6,61,2427
4164,14,7,65,2513
4165,16,6,68,2486
4166,14,6,68,2553
4167,13,8,64,2577
4168,13,9,60,2534
4169,12,6,66,2438
4170,14,9,64,2495
4171,17,10,61,2501
4172,13,6,67,2590
4173,12,11,60,2439
4174,15,7,69,2595
4175,16,10,67,2443
4176,16,5,61,2539
4177,15,8,63,2478
4178,16,9,63,2584
4179,15,10,69,2499
4180,17,9,64,2432
4181,15,11,65,2553
4182,16,11,67,2511
4183,17,6,61,2404
4184,13,7,69,2407
4185,12,10,69,2448
4186,16,11,65,2496
4187,12,5,63,2559
4188,16,8,60,2596
4189,16,8,62,2550
4190,15,6,64,2530
4191,14,8,66,2460
4192,16,5,62,2404
4193,14,7,69,2566
4194,15,7,61,2497
4195,17,6,67,2406
4196,14,5,66,2404
4197,14,9,68,2494
4198,14,11,66,2482
4199,13,5,67,2502
4200,15,10,65,2557
4201,14,6,62,2404
4202,14,11,61,2595
4203,17,5,63,2546
4204,15,6,65,2530
4205,12,11,67,2586
4206,13,6,67,2447
4207,15,9,69,2445
4208,13,11,69,2426
4209,12,11,62,2528
4210,17,9,64,2539
4211,12,7,60,2472
4212,13,7,65,2419
4213,14,6,67,2446
4214,14,6,67,2448
4215,16,9,62,2530
4216,15,5,69,2471
4217,17,6,69,2507
4218,14,7,66,2536
4219,17,5,62,2528
4220,16,7,69,2495
4221,14,8,62,2573
4222,15,11,67,2419
4223,16,9,62,2465
4224,14,6,63,2483
4225,16,6,61,2437
4226,12,8,66,2470
4227,15,10,69,2499
4228,13,6,60,2526
4229,12,6,61,2431
4230,13,5,66,2417
4231,15,11,66,2427
4232,13,10,61,2418
4233,14,7,68,2533
4234,13,5,67,2499
4235,12,8,62,2557
4236,17,6,68,2436
4237,17,6,67,2422
4238,16,8,68,2429
4239,15,11,67,2441
4240,12,7,62,2565
4241,15,11,66,2407
4242,13,5,62,2516
4243,15,5,63,2585
4244,17,8,69,2450
4245,17,11,60,2567
4246,13,5,67,2535
4247,13,5,67,2549
4248,13,11,61,2437
4249,17,6,65,2400
4250,13,8,65,2418
4251,12,5,69,2518
4252,13,10,60,2497
4253,15,8,69,2501
4254,16,7,62,2524
4255,15,5,69,2449
4256,17,5,61,2493
4257,13,8,69,2512
4258,12,10,60,2594
4259,14,8,62,2412
4260,14,11,68,2497
4261,17,6,69,2463
4262,13,11,60,2582
4263,15,8,64,2416
4264,16,7,68,2468
4265,13,8,68,2506
4266,17,5,62,2431
4267,16,5,62,2578
4268,14,8,62,2405
4269,12,5,67,2590
4270,14,8,69,2432
4271,13,8,63,2538
4272,16,5,69,2403
4273,12,11,63,2575
4274,15,8,62,2437
4275,15,5,66,2417
4276,13,11,68,2478
4277,15,7,65,2472
4278,17,8,62,2495
4279,12,11,64,2584
4280,17,9,69,2530
4281,15,8,64,2537
4282,14,7,69,2429
4283,15,7,66,2409
4284,13,10,65,2499
4285,14,10,63,2596
4286,13,7,66,2480
4287,15,8,66,2428
4288,12,8,66,2580
4289,17,7,63,2547
4290,14,5,62,2501
4291,14,5,65,2402
4292,12,7,60,2476
4293,15,8,64,2572
4294,13,8,60,2412
4295,12,6,69,2507
4296,12,10,69,2422
4297,15,5,62,2561
4298,16,9,60,2485
4299,12,7,69,2524
4300,17,6,68,2489
4301,16,8,65,2561
4302,15,7,66,2561
4303,17,10,62,2519
4304,15,10,65,2438
4305,15,9,66,2581
4306,16,11,62,2565
4307,12,6,62,2480
4308,15,11,68,2428
4309,15,5,69,2434
4310,13,6,62,2410
4311,17,10,62,2567
4312,14,8,68,2434
4313,12,6,64,2536
4314,15,11,62,2592
4315,12,7,65,2502
4316,17,7,61,2512
4317,17,7,60,2514
4318,16,9,63,2401
4319,15,5,66,2572
4320,16,5,64,2405
4321,12,11,66,2449
4322,13,9,64,2544
4323,17,6,61,2587
4324,15,7,67,2550
4325,14,6,65,2547
4326,13,11,65,2552
4327,15,5,66,2557
4328,12,9,63,2582
4329,15,8,65,2521
4330,16,5,63,2525
4331,12,5,60,2456
4332,12,9,66,2561
4333,14,9,60,2476
4334,13,5,60,2464
4335,14,5,60,2486
4336,12,11,66,2598
4337,13,7,67,2525
4338,16,10,69,2551
4339,16,8,69,2452
4340,12,10,67,2590
4341,17,6,68,2569
4342,13,9,67,2400
4343,17,7,64,2436
4344,15,8,60,2466
4345,14,11,69,2493
4346,14,8,66,2529
4347,12,11,63,2401
4348,14,8,68,2498
4349,14,7,61,2489
4350,17,10,60,2449
4351,17,10,62,2435
4352,16,6,67,2493
4353,12,11,60,2467
4354,13,7,62,2514
4355,15,6,67,2508
4356,13,6,69,2514
4357,16,8,65,2571
4358,16,11,60,2406
4359,14,10,62,2494
4360,16,6,64,2527
4361,17,11,62,2566
4362,16,9,66,2598
4363,13,10,64,2442
4364,16,6,65,2586
4365,17,7,66,2597
4366,16,8,67,2561
4367,16,6,60,2515
4368,14,8,64,2434
4369,17,10,65,2520
4370,15,5,66,2459
4371,14,7,69,2528
4372,14,11,62,2551
4373,16,11,62,2443
4374,17,11,68,2414
4375,15,8,69,2571
4376,14,8,65,2445
4377,14,10,64,2534
4378,15,5,68,2543
4379,15,9,68,2508
4380,16,9,60,2485
4381,12,6,60,2514
4382,12,8,68,2580
4383,17,7,61,2420
4384,15,6,66,2537
4385,14,8,63,2483
4386,15,6,67,2552
4387,14,10,60,2500
4388,17,11,60,2566
4389,17,9,63,2577
4390,16,5,64,2425
4391,12,7,65,2520
4392,14,9,63,2505
4393,13,5,63,2543
4394,17,6,66,2574
4395,13,10,68,2471
4396,16,5,62,2489
4397,16,7,67,2477
4398,15,11,66,2525
4399,14,9,61,2456
4400,15,5,61,2424
4401,17,6,61,2571
4402,15,9,63,2518
4403,17,5,66,2525
4404,14,6,68,2573
4405,15,10,67,2497
4406,15,8,63,2565
4407,13,8,68,2488
4408,12,11,62,2497
4409,13,8,64,2440
4410,17,5,61,2569
4411,17,11,65,2432
4412,13,10,66,2421
4413,13,5,67,2595
4414,16,7,65,2531
4415,16,9,66,2424
4416,15,10,66,2599
4417,16,7,67,2440
4418,17,8,68,2518
4419,12,10,60,2434
4420,15,8,67,2586
4421,17,8,68,2430
4422,16,6,66,2516
4423,13,5,60,2421
4424,15,7,66,2413
4425,12,6,67,2432
4426,14,7,63,2491
4427,12,7,62,2549
4428,17,7,65,2553
4429,16,5,60,2408
4430,16,6,66,2551
4431,15,8,67,2496
4432,15,11,68,2500
4433,16,7,67,2514
4434,13,5,66,2427
4435,15,9,68,2431
4436,12,9,60,2498
4437,17,6,66,2556
4438,16,10,67,2507
4439,13,11,68,2535
4440,12,7,61,2447
4441,16,10,65,2457
4442,14,7,67,2423
4443,12,6,67,2476
4444,15,11,64,2493
4445,13,10,66,2446
4446,13,7,63,2510
4447,12,11,64,2593
4448,17,9,65,2576
4449,12,6,63,2404
4450,14,7,62,2584
4451,17,10,69,2569
4452,17,10,68,2502
4453,13,8,66,2448
4454,13,8,69,2429
4455,15,9,64,2433
4456,17,11,61,2411
4457,16,11,67,2563
4458,12,5,65,2538
4459,13,7,69,2409
4460,12,8,67,2481
4461,12,11,66,2441
4462,17,5,67,2559
4463,17,9,60,2413
4464,12,8,67,2576
4465,17,5,66,2424
4466,13,8,63,2429
4467,15,9,69,2492
4468,14,10,63,2465
4469,14,6,67,2569
4470,15,5,61,2432
4471,14,6,61,2478
4472,17,5,63,2470
4473,12,11,68,2454
4474,15,5,60,2486
4475,12,6,67,2484
4476,17,7,68,2481
4477,17,11,62,2574
4478,13,8,65,2576
4479,16,8,66,2514
4480,16,8,69,2494
4481,16,10,67,2482
4482,17,10,69,2436
4483,17,7,63,2435
4484,16,7,67,2500
4485,16,9,68,2432
4486,14,5,61,2483
4487,13,5,61,2484
4488,12,10,63,2516
4489,12,9,62,2434
4490,15,11,63,2426
4491,17,8,62,2417
4492,17,8,61,2443
4493,16,9,62,2573
4494,13,10,61,2468
4495,15,9,66,2585
4496,17,5,62,2475
4497,16,5,67,2472
4498,15,5,64,2517
4499,16,10,67,2448
4500,13,10,64,2552
4501,17,9,69,2558
4502,17,5,61,2541
4503,14,5,69,2424
4504,17,10,63,2482
4505,16,11,66,2481
4506,16,5,66,2527
4507,12,9,63,2403
4508,16,7,69,2401
4509,17,6,66,2416
4510,15,9,68,2585
4511,16,10,69,2416
4512,12,10,69,2537
4513,17,9,68,2580
4514,16,6,67,2400
4515,12,10,67,2465
4516,16,11,62,2427
4517,15,8,62,2568
4518,14,5,61,2523
4519,17,5,67,2556
4520,12,9,63,2441
4521,16,11,68,2462
4522,15,11,69,2433
4523,17,8,69,2545
4524,15,7,60,2534
4525,16,9,63,2583
4526,15,11,60,2448
4527,14,8,61,2579
4528,13,11,69,2593
4529,15,5,64,2589
4530,15,11,66,2487
4531,15,7,64,2549
4532,12,8,62,2563
4533,15,11,65,2567
4534,15,8,66,2597
4535,14,7,61,2513
4536,17,11,62,2585
4537,17,7,65,2542
4538,14,10,66,2515
4539,16,8,62,2591
4540,13,6,61,2526
4541,16,10,69,2494
4542,15,11,66,2500
4543,16,8,67,2560
4544,17,8,65,2546
4545,14,9,67,2533
4546,12,8,69,2449
4547,17,9,60,2532
4548,15,11,60,2486
4549,16,6,63,2465
4550,14,6,63,2426
4551,17,10,69,2412
4552,14,7,66,2416
4553,15,8,62,2509
4554,15,10,64,2569
4555,13,9,66,2526
4556,17,9,61,2488
4557,16,7,66,2480
4558,13,6,69,2563
4559,17,11,63,2473
4560,13,11,69,2549
4561,14,10,62,2500
4562,17,7,62,2462
4563,14,11,65,2486
4564,14,5,65,2556
4565,14,8,62,2437
4566,14,11,68,2556
4567,15,10,60,2508
4568,14,6,69,2441
4569,13,10,64,2573
4570,17,7,61,2423
4571,14,11,62,2416
4572,17,5,62,2473
4573,12,6,65,2544
4574,13,7,66,2568
4575,15,11,61,2522
4576,16,5,69,2441
4577,12,8,66,2447
4578,17,10,63,2560
4579,15,10,63,2571
4580,12,10,64,2597
4581,17,8,66,2449
4582,16,9,68,2466
4583,14,11,60,2586
4584,16,5,68,2403
4585,16,8,63,2523
4586,17,7,68,2548
4587,17,11,62,2477
4588,14,10,62,2482
4589,15,6,65,2503
4590,14,8,68,2518
4591,16,10,62,2508
4592,13,7,65,2458
4593,15,5,62,2587
4594,15,10,64,2491
4595,13,9,67,2547
4596,17,5,68,2523
4597,12,10,60,2453
4598,13,6,67,2483
4599,17,6,69,2410
4600,13,5,65,2473
4601,15,11,68,2480
4602,17,9,67,2547
4603,15,8,63,2418
4604,13,7,64,2455
4605,12,8,66,2560
4606,12,5,66,2562
4607,14,7,60,2562
4608,16,10,69,2474
4609,17,8,66,2455
4610,16,6,62,2469
4611,16,7,61,2433
4612,17,11,68,2496
4613,12,9,65,2454
4614,16,7,69,2589
4615,16,11,68,2452
4616,14,5,69,2431
4617,16,8,63,2449
4618,13,5,62,2516
4619,13,6,60,2478
4620,16,6,64,2564
4621,13,6,68,2498
4622,15,8,64,2408
4623,15,6,64,2559
4624,17,9,62,2566
4625,15,6,66,2447
4626,12,9,66,2446
4627,16,7,67,2560
4628,15,6,69,2546
4629,14,6,61,2456
4630,12,7,66,2441
4631,12,6,60,2423
4632,13,7,62,2537
4633,12,6,69,2560
4634,12,10,67,2496
4635,12,7,62,2590
4636,17,9,62,2492
4637,14,7,64,2539
4638,17,7,62,2523
4639,15,10,67,2461
4640,12,9,69,2591
4641,14,9,64,2476
4642,15,7,68,2467
4643,15,8,66,2448
4644,17,5,62,2400
4645,16,5,69,2516
4646,17,7,69,2512
4647,12,8,68,2576
4648,13,6,60,2415
4649,17,8,64,2597
4650,12,11,65,2495
4651,12,9,66,2488
4652,12,8,65,2514
4653,12,7,61,2451
4654,17,11,66,2406
4655,16,6,67,2577
4656,16,7,63,2515
4657,16,6,61,2483
4658,12,9,60,2511
4659,13,7,62,2504
4660,17,9,62,2500
4661,15,10,66,2542
4662,13,6,66,2406
4663,17,10,60,2448
4664,12,5,64,2576
4665,13,7,69,2452
4666,17,8,63,2539
4667,16,10,67,2582
4668,16,5,66,2545
4669,14,10,67,2576
4670,16,5,62,2596
4671,17,11,66,2416
4672,12,9,61,2574
4673,15,11,66,2559
4674,12,5,62,2510
4675,15,6,63,2513
4676,15,5,63,2574
4677,15,9,65,2500
4678,16,9,61,2471
4679,13,7,63,2583
4680,15,9,68,2539
4681,16,5,61,2542
4682,12,7,62,2462
4683,15,7,64,2456
4684,16,5,63,2516
4685,15,9,64,2454
4686,16,9,69,2594
4687,15,8,68,2404
4688,17,7,62,2409
4689,16,11,61,2505
4690,13,8,68,2550
4691,16,10,65,2407
4692,15,11,62,2452
4693,14,5,65,2553
4694,12,5,63,2414
4695,17,8,69,2468
4696,12,9,61,2467
4697,13,6,69,2455
4698,15,6,65,2461
4699,16,9,64,2420
4700,15,9,69,2552
4701,16,6,60,2569
4702,16,6,66,2540
4703,14,10,60,2583
4704,16,6,61,2505
4705,13,7,63,2495
4706,14,6,62,2486
4707,15,9,62,2579
4708,16,10,64,2557
4709,14,9,66,2525
4710,14,9,65,2477
4711,13,5,62,2579
4712,17,10,64,2597
4713,15,7,62,2590
4714,12,9,64,2545
4715,14,9,63,2521
4716,16,8,66,2444
4717,16,5,60,2458
4718,12,11,63,2509
4719,13,8,67,2406
4720,15,10,69,2578
4721,17,10,64,2488
4722,15,11,60,2531
4723,16,7,66,2417
4724,16,6,67,2573
4725,14,10,68,2484
4726,16,11,69,2408
4727,15,8,69,2543
4728,17,10,66,2516
4729,13,11,61,2565
4730,13,9,60,2447
4731,17,10,61,2426
4732,12,5,64,2489
4733,13,9,62,2476
4734,12,11,62,2485
4735,16,10,66,2595
4736,16,8,64,2451
4737,14,8,60,2461
4738,13,7,65,2513
4739,14,10,64,2564
4740,14,8,66,2597
4741,12,8,65,2454
4742,14,10,63,2469
4743,16,10,69,2416
4744,12,8,62,2498
4745,14,6,61,2479
4746,16,9,64,2566
4747,13,9,69,2480
4748,16,8,61,2477
4749,13,9,65,2527
4750,15,6,64,2586
4751,12,5,63,2533
4752,15,10,60,2546
4753,16,7,69,2414
4754,16,11,62,2549
4755,17,7,67,2495
4756,12,6,64,2459
4757,16,9,69,2422
4758,14,11,66,2525
4759,12,7,65,2570
4760,12,6,67,2562
4761,13,10,65,2413
4762,15,7,69,2463
4763,13,11,64,2583
4764,17,7,60,2533
4765,17,5,67,2528
4766,12,6,68,2578
4767,13,5,62,2416
4768,15,11,63,2524
4769,15,7,63,2497
4770,12,6,68,2466
4771,13,8,66,2554
4772,17,9,63,2466
4773,12,9,62,2451
4774,15,5,63,2425
4775,13,11,68,2521
4776,13,7,69,2465
4777,17,6,63,2506
4778,15,6,67,2470
4779,13,8,61,2571
4780,16,8,61,2533
4781,17,11,67,2565
4782,15,9,63,2561
4783,12,5,60,2591
4784,17,11,63,2598
4785,17,11,67,2533
4786,12,11,69,2511
4787,16,11,61,2430
4788,16,9,66,2592
4789,14,7,66,2401
4790,17,8,68,2453
4791,12,7,66,2470
4792,14,10,63,2541
4793,14,5,65,2538
4794,13,9,62,2528
4795,12,11,68,2557
4796,15,11,66,2511
4797,15,6,65,2508
4798,12,10,68,2433
4799,17,11,64,2400
4800,17,10,66,2522
4801,13,11,66,2583
4802,16,10,62,2532
4803,16,6,67,2544
4804,14,10,64,2484
4805,13,6,64,2556
4806,17,7,60,2575
4807,15,8,69,2434
4808,13,10,61,2535
4809,16,9,69,2532
4810,14,11,67,2545
4811,17,9,65,2555
4812,15,10,68,2421
4813,14,5,69,2576
4814,12,11,66,2503
4815,17,5,67,2566
4816,16,6,65,2457
4817,16,6,68,2410
4818,12,9,60,2451
4819,15,8,62,2408
4820,15,10,64,2558
4821,16,8,63,2437
4822,16,6,61,2444
4823,13,10,68,2566
4824,14,6,69,2434
4825,13,10,65,2509
4826,15,5,68,2441
4827,12,7,64,2480
4828,15,10,66,2438
4829,17,5,61,2521
4830,17,10,64,2579
4831,13,10,67,2518
4832,12,9,65,2599
4833,12,11,68,2456
4834,12,9,67,2401
4835,13,8,69,2407
4836,15,11,66,2525
4837,16,6,66,2453
4838,13,10,60,2522
4839,13,5,68,2443
4840,16,7,66,2576
4841,17,6,67,2420
4842,13,6,62,2576
4843,15,8,67,2472
4844,17,8,61,2493
4845,14,10,69,2454
4846,15,9,61,2412
4847,14,9,61,2550
4848,13,7,69,2417
4849,15,11,63,2493
4850,12,7,65,2498
4851,12,7,66,2548
4852,17,7,63,2419
4853,13,5,68,2543
4854,17,9,67,2570
4855,13,5,67,2474
4856,12,6,66,2566
4857,12,8,60,2582
4858,16,10,67,2577
4859,15,10,65,2516
4860,12,10,62,2469
